Album,Artist.x,Rank,Year.x,Selection_Number,Artist.y,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_name,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode,Year.y
11:11,Pinegrove,25,2022,1,Pinegrove,2gbT6GPXMis0OAkZbEQCYB,6sOmBkyGWJpzR04C7U7BZE,album,,2022-01-28,2022,day,0.447,0.277,0,-9.798,1,0.0299,0.494,0,0.127,0.133,126.382,4fWCz1wdzGx3p14BtzrYs8,https://api.spotify.com/v1/audio-analysis/4fWCz1wdzGx3p14BtzrYs8,4,,,1,138083,FALSE,https://api.spotify.com/v1/tracks/4fWCz1wdzGx3p14BtzrYs8,FALSE,11th Hour,https://p.scdn.co/mp3-preview/9084cbdc1598c55c7d4fd347f5e11940746ca8dc?cid=bf03179b875d4cfeaee4754331640464,11,track,spotify:track:4fWCz1wdzGx3p14BtzrYs8,https://open.spotify.com/track/4fWCz1wdzGx3p14BtzrYs8,11:11,C,major,C major,2022
"22, A Million",Bon Iver,3,2016,1,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,4bJCKmpKgti10f3ltz6LLl,album,,2016-09-30,2016,day,0.323,0.112,1,-15.767,1,0.0351,0.972,0.106,0.0935,0.0996,86.564,3EYj5rxRbNM3nijF9dOtry,https://api.spotify.com/v1/audio-analysis/3EYj5rxRbNM3nijF9dOtry,4,,,1,168000,FALSE,https://api.spotify.com/v1/tracks/3EYj5rxRbNM3nijF9dOtry,FALSE,22 (Over S∞∞N),https://p.scdn.co/mp3-preview/793ac4278a761dd9fc0833579802484247593c7b?cid=bf03179b875d4cfeaee4754331640464,1,track,spotify:track:3EYj5rxRbNM3nijF9dOtry,https://open.spotify.com/track/3EYj5rxRbNM3nijF9dOtry,"22, A Million",C#,major,C# major,2016
"22, A Million",Bon Iver,3,2016,1,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,4bJCKmpKgti10f3ltz6LLl,album,,2016-09-30,2016,day,0.69,0.789,8,-7.031,0,0.157,0.302,0.113,0.0532,0.73,109.202,0IiKAVTo9uL6UpiC9FYWkI,https://api.spotify.com/v1/audio-analysis/0IiKAVTo9uL6UpiC9FYWkI,4,,,1,144000,FALSE,https://api.spotify.com/v1/tracks/0IiKAVTo9uL6UpiC9FYWkI,FALSE,10 D E A T H B R E A S T ⚄ ⚄,https://p.scdn.co/mp3-preview/aa723bbb936b842076b8f0e6f58432a8cabb8812?cid=bf03179b875d4cfeaee4754331640464,2,track,spotify:track:0IiKAVTo9uL6UpiC9FYWkI,https://open.spotify.com/track/0IiKAVTo9uL6UpiC9FYWkI,"22, A Million",G#,minor,G# minor,2016
"22, A Million",Bon Iver,3,2016,1,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,4bJCKmpKgti10f3ltz6LLl,album,,2016-09-30,2016,day,0.461,0.161,8,-11.145,1,0.405,0.878,0,0.17,0.353,88.781,4fLfKKoIWroefEjqpMDid7,https://api.spotify.com/v1/audio-analysis/4fLfKKoIWroefEjqpMDid7,3,,,1,132000,FALSE,https://api.spotify.com/v1/tracks/4fLfKKoIWroefEjqpMDid7,FALSE,715 - Cr∑∑Ks,https://p.scdn.co/mp3-preview/811676018f5b81019a822205cc5a13bc5f8f1bad?cid=bf03179b875d4cfeaee4754331640464,3,track,spotify:track:4fLfKKoIWroefEjqpMDid7,https://open.spotify.com/track/4fLfKKoIWroefEjqpMDid7,"22, A Million",G#,major,G# major,2016
"22, A Million",Bon Iver,3,2016,1,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,4bJCKmpKgti10f3ltz6LLl,album,,2016-09-30,2016,day,0.469,0.392,4,-10.472,1,0.0418,0.83,0.0277,0.0937,0.322,133.33,5sWF1EZGm727f3b620vkbC,https://api.spotify.com/v1/audio-analysis/5sWF1EZGm727f3b620vkbC,4,,,1,213000,FALSE,https://api.spotify.com/v1/tracks/5sWF1EZGm727f3b620vkbC,FALSE,33 “God”,https://p.scdn.co/mp3-preview/00e6de1d19ded57aa95c5943bf1bd84d3e86bb84?cid=bf03179b875d4cfeaee4754331640464,4,track,spotify:track:5sWF1EZGm727f3b620vkbC,https://open.spotify.com/track/5sWF1EZGm727f3b620vkbC,"22, A Million",E,major,E major,2016
"22, A Million",Bon Iver,3,2016,1,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,4bJCKmpKgti10f3ltz6LLl,album,,2016-09-30,2016,day,0.287,0.229,4,-14.678,1,0.0327,0.971,0.408,0.109,0.155,80.728,5qngJJcuGPqUyX3VPKvH11,https://api.spotify.com/v1/audio-analysis/5qngJJcuGPqUyX3VPKvH11,4,,,1,245200,FALSE,https://api.spotify.com/v1/tracks/5qngJJcuGPqUyX3VPKvH11,FALSE,29 #Strafford Apts,https://p.scdn.co/mp3-preview/a4550919559e3706c4121000ac114e6d6b162906?cid=bf03179b875d4cfeaee4754331640464,5,track,spotify:track:5qngJJcuGPqUyX3VPKvH11,https://open.spotify.com/track/5qngJJcuGPqUyX3VPKvH11,"22, A Million",E,major,E major,2016
"22, A Million",Bon Iver,3,2016,1,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,4bJCKmpKgti10f3ltz6LLl,album,,2016-09-30,2016,day,0.634,0.341,1,-12.356,0,0.0337,0.9,0.0297,0.187,0.159,110.008,0CH4Zcnru3JDValapqx3BO,https://api.spotify.com/v1/audio-analysis/0CH4Zcnru3JDValapqx3BO,4,,,1,252000,FALSE,https://api.spotify.com/v1/tracks/0CH4Zcnru3JDValapqx3BO,FALSE,666 Ʇ,https://p.scdn.co/mp3-preview/2046c552833127c90731a813da64f1221e9047bf?cid=bf03179b875d4cfeaee4754331640464,6,track,spotify:track:0CH4Zcnru3JDValapqx3BO,https://open.spotify.com/track/0CH4Zcnru3JDValapqx3BO,"22, A Million",C#,minor,C# minor,2016
"22, A Million",Bon Iver,3,2016,1,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,4bJCKmpKgti10f3ltz6LLl,album,,2016-09-30,2016,day,0.134,0.348,7,-11.569,1,0.0369,0.963,0.77,0.109,0.0575,78.832,3cOf4c2dRkKF8AL98rlajn,https://api.spotify.com/v1/audio-analysis/3cOf4c2dRkKF8AL98rlajn,3,,,1,188000,FALSE,https://api.spotify.com/v1/tracks/3cOf4c2dRkKF8AL98rlajn,FALSE,21 M◊◊N Water,https://p.scdn.co/mp3-preview/b7ae661c0c20d5630227837fe71956a051982e98?cid=bf03179b875d4cfeaee4754331640464,7,track,spotify:track:3cOf4c2dRkKF8AL98rlajn,https://open.spotify.com/track/3cOf4c2dRkKF8AL98rlajn,"22, A Million",G,major,G major,2016
"22, A Million",Bon Iver,3,2016,1,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,4bJCKmpKgti10f3ltz6LLl,album,,2016-09-30,2016,day,0.411,0.407,9,-10.77,1,0.0349,0.911,0.0478,0.0999,0.0728,125.127,16WkFbQRW2BhvMUwuIaIsx,https://api.spotify.com/v1/audio-analysis/16WkFbQRW2BhvMUwuIaIsx,4,,,1,309013,FALSE,https://api.spotify.com/v1/tracks/16WkFbQRW2BhvMUwuIaIsx,FALSE,8 (Circle),https://p.scdn.co/mp3-preview/94a4c42a9b27a6e206049cbc01662532893c8fb8?cid=bf03179b875d4cfeaee4754331640464,8,track,spotify:track:16WkFbQRW2BhvMUwuIaIsx,https://open.spotify.com/track/16WkFbQRW2BhvMUwuIaIsx,"22, A Million",A,major,A major,2016
"22, A Million",Bon Iver,3,2016,1,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,4bJCKmpKgti10f3ltz6LLl,album,,2016-09-30,2016,day,0.41,0.121,2,-15.473,1,0.0575,0.971,0.0132,0.148,0.177,86.358,2QCC3NcTehTdnVAIIsh4CH,https://api.spotify.com/v1/audio-analysis/2QCC3NcTehTdnVAIIsh4CH,3,,,1,166106,FALSE,https://api.spotify.com/v1/tracks/2QCC3NcTehTdnVAIIsh4CH,FALSE,____45_____,https://p.scdn.co/mp3-preview/9c37273111f9bc764ffdaf9f0ed34c68791a56c3?cid=bf03179b875d4cfeaee4754331640464,9,track,spotify:track:2QCC3NcTehTdnVAIIsh4CH,https://open.spotify.com/track/2QCC3NcTehTdnVAIIsh4CH,"22, A Million",D,major,D major,2016
"22, A Million",Bon Iver,3,2016,1,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,4bJCKmpKgti10f3ltz6LLl,album,,2016-09-30,2016,day,0.385,0.103,5,-17.051,1,0.0384,0.977,8.04e-5,0.0845,0.297,126.996,2lJNtl3CiHlGlW9OJHftZo,https://api.spotify.com/v1/audio-analysis/2lJNtl3CiHlGlW9OJHftZo,4,,,1,233982,FALSE,https://api.spotify.com/v1/tracks/2lJNtl3CiHlGlW9OJHftZo,FALSE,00000 Million,https://p.scdn.co/mp3-preview/565f0eca7dfe6c4ca7c935c9df61dd56fad07358?cid=bf03179b875d4cfeaee4754331640464,10,track,spotify:track:2lJNtl3CiHlGlW9OJHftZo,https://open.spotify.com/track/2lJNtl3CiHlGlW9OJHftZo,"22, A Million",F,major,F major,2016
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,1zN85Ep8w2JORfCe0RHLDP,album,,2018-05-11,2018,day,0.444,0.851,3,-6.501,0,0.0377,0.173,0.891,0.204,0.144,126.107,4FskS1jBEsv5hPC0VJgqmm,https://api.spotify.com/v1/audio-analysis/4FskS1jBEsv5hPC0VJgqmm,4,,,1,204373,FALSE,https://api.spotify.com/v1/tracks/4FskS1jBEsv5hPC0VJgqmm,FALSE,Dark Spring,https://p.scdn.co/mp3-preview/368546496a9aa9e261a725d044fe4164659a4b66?cid=bf03179b875d4cfeaee4754331640464,1,track,spotify:track:4FskS1jBEsv5hPC0VJgqmm,https://open.spotify.com/track/4FskS1jBEsv5hPC0VJgqmm,7,D#,minor,D# minor,2018
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,1zN85Ep8w2JORfCe0RHLDP,album,,2018-05-11,2018,day,0.601,0.402,3,-10.115,1,0.0244,0.256,0.632,0.107,0.29,99.731,32SJ5jkcoA8y84rAmKGL8w,https://api.spotify.com/v1/audio-analysis/32SJ5jkcoA8y84rAmKGL8w,4,,,1,204466,FALSE,https://api.spotify.com/v1/tracks/32SJ5jkcoA8y84rAmKGL8w,FALSE,Pay No Mind,https://p.scdn.co/mp3-preview/fe0809d0511cec22ab4fc60e920b7be140ae55fc?cid=bf03179b875d4cfeaee4754331640464,2,track,spotify:track:32SJ5jkcoA8y84rAmKGL8w,https://open.spotify.com/track/32SJ5jkcoA8y84rAmKGL8w,7,D#,major,D# major,2018
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,1zN85Ep8w2JORfCe0RHLDP,album,,2018-05-11,2018,day,0.465,0.818,0,-7.924,1,0.03,0.446,0.976,0.232,0.53,148.427,6NLRMu1qF1kJQnntDNWDmy,https://api.spotify.com/v1/audio-analysis/6NLRMu1qF1kJQnntDNWDmy,4,,,1,244946,FALSE,https://api.spotify.com/v1/tracks/6NLRMu1qF1kJQnntDNWDmy,FALSE,Lemon Glow,https://p.scdn.co/mp3-preview/a50b1a0133c2ed74eab68bfe3cf273d97386c907?cid=bf03179b875d4cfeaee4754331640464,3,track,spotify:track:6NLRMu1qF1kJQnntDNWDmy,https://open.spotify.com/track/6NLRMu1qF1kJQnntDNWDmy,7,C,major,C major,2018
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,1zN85Ep8w2JORfCe0RHLDP,album,,2018-05-11,2018,day,0.111,0.569,10,-9.26,1,0.0317,0.892,0.763,0.114,0.106,80.481,1bs7Igp2djzz9aWDbEkfYA,https://api.spotify.com/v1/audio-analysis/1bs7Igp2djzz9aWDbEkfYA,4,,,1,264746,FALSE,https://api.spotify.com/v1/tracks/1bs7Igp2djzz9aWDbEkfYA,FALSE,L'inconnue,https://p.scdn.co/mp3-preview/2dc827035919229d1788975cf6d11567b4983a5d?cid=bf03179b875d4cfeaee4754331640464,4,track,spotify:track:1bs7Igp2djzz9aWDbEkfYA,https://open.spotify.com/track/1bs7Igp2djzz9aWDbEkfYA,7,A#,major,A# major,2018
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,1zN85Ep8w2JORfCe0RHLDP,album,,2018-05-11,2018,day,0.426,0.724,0,-6.847,0,0.0257,0.266,0.8,0.183,0.208,105.882,76XDNJIQpP9WGO5XASGBww,https://api.spotify.com/v1/audio-analysis/76XDNJIQpP9WGO5XASGBww,4,,,1,239306,FALSE,https://api.spotify.com/v1/tracks/76XDNJIQpP9WGO5XASGBww,FALSE,Drunk In La,https://p.scdn.co/mp3-preview/3bb27da79a8af6519c8b96c35af6293b5538b3d7?cid=bf03179b875d4cfeaee4754331640464,5,track,spotify:track:76XDNJIQpP9WGO5XASGBww,https://open.spotify.com/track/76XDNJIQpP9WGO5XASGBww,7,C,minor,C minor,2018
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,1zN85Ep8w2JORfCe0RHLDP,album,,2018-05-11,2018,day,0.173,0.801,5,-6.635,1,0.0512,0.00962,0.961,0.101,0.137,111,0RBfGcrONMLwLysUhbtxJM,https://api.spotify.com/v1/audio-analysis/0RBfGcrONMLwLysUhbtxJM,4,,,1,265373,FALSE,https://api.spotify.com/v1/tracks/0RBfGcrONMLwLysUhbtxJM,FALSE,Dive,https://p.scdn.co/mp3-preview/3c4c220d50ffd95e6c69122603dbb43eebbcaa64?cid=bf03179b875d4cfeaee4754331640464,6,track,spotify:track:0RBfGcrONMLwLysUhbtxJM,https://open.spotify.com/track/0RBfGcrONMLwLysUhbtxJM,7,F,major,F major,2018
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,1zN85Ep8w2JORfCe0RHLDP,album,,2018-05-11,2018,day,0.407,0.553,0,-10.254,1,0.0293,0.336,0.899,0.111,0.297,77.467,01nAFCJt800IIkmGwuWiWR,https://api.spotify.com/v1/audio-analysis/01nAFCJt800IIkmGwuWiWR,4,,,1,251160,FALSE,https://api.spotify.com/v1/tracks/01nAFCJt800IIkmGwuWiWR,FALSE,Black Car,https://p.scdn.co/mp3-preview/0598f8df4d70013aa8d869fcc35ca95d07080e67?cid=bf03179b875d4cfeaee4754331640464,7,track,spotify:track:01nAFCJt800IIkmGwuWiWR,https://open.spotify.com/track/01nAFCJt800IIkmGwuWiWR,7,C,major,C major,2018
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,1zN85Ep8w2JORfCe0RHLDP,album,,2018-05-11,2018,day,0.399,0.486,9,-8.997,1,0.0295,0.297,0.652,0.0879,0.214,132.63,56qNJTSiFfwDRU4EMXbOmL,https://api.spotify.com/v1/audio-analysis/56qNJTSiFfwDRU4EMXbOmL,4,,,1,249253,FALSE,https://api.spotify.com/v1/tracks/56qNJTSiFfwDRU4EMXbOmL,FALSE,Lose Your Smile,https://p.scdn.co/mp3-preview/5c5d8db5db9ed470670ed19f03b37a96f697a775?cid=bf03179b875d4cfeaee4754331640464,8,track,spotify:track:56qNJTSiFfwDRU4EMXbOmL,https://open.spotify.com/track/56qNJTSiFfwDRU4EMXbOmL,7,A,major,A major,2018
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,1zN85Ep8w2JORfCe0RHLDP,album,,2018-05-11,2018,day,0.395,0.75,0,-7.239,1,0.0269,0.138,0.113,0.212,0.656,164.251,45s3GRYHMep53pIYXGxClF,https://api.spotify.com/v1/audio-analysis/45s3GRYHMep53pIYXGxClF,4,,,1,254866,FALSE,https://api.spotify.com/v1/tracks/45s3GRYHMep53pIYXGxClF,FALSE,Woo,https://p.scdn.co/mp3-preview/0da7c26d38de9d1782df6c77c27929275caad978?cid=bf03179b875d4cfeaee4754331640464,9,track,spotify:track:45s3GRYHMep53pIYXGxClF,https://open.spotify.com/track/45s3GRYHMep53pIYXGxClF,7,C,major,C major,2018
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,1zN85Ep8w2JORfCe0RHLDP,album,,2018-05-11,2018,day,0.198,0.67,10,-7.63,1,0.0359,0.353,0.925,0.49,0.0895,70.023,3yQjndpiKjlL2KswiazUqH,https://api.spotify.com/v1/audio-analysis/3yQjndpiKjlL2KswiazUqH,4,,,1,231360,FALSE,https://api.spotify.com/v1/tracks/3yQjndpiKjlL2KswiazUqH,FALSE,Girl Of The Year,https://p.scdn.co/mp3-preview/2e3f2f736807717cdddae4b46c61d25253edeaac?cid=bf03179b875d4cfeaee4754331640464,10,track,spotify:track:3yQjndpiKjlL2KswiazUqH,https://open.spotify.com/track/3yQjndpiKjlL2KswiazUqH,7,A#,major,A# major,2018
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,1zN85Ep8w2JORfCe0RHLDP,album,,2018-05-11,2018,day,0.235,0.469,0,-9.692,1,0.03,0.729,0.603,0.11,0.0856,129.186,0HIemvhhFVfz7I3D6T9RoP,https://api.spotify.com/v1/audio-analysis/0HIemvhhFVfz7I3D6T9RoP,4,,,1,419640,FALSE,https://api.spotify.com/v1/tracks/0HIemvhhFVfz7I3D6T9RoP,FALSE,Last Ride,https://p.scdn.co/mp3-preview/df75f530e73c1daacb42a97b2d804102b4f1f081?cid=bf03179b875d4cfeaee4754331640464,11,track,spotify:track:0HIemvhhFVfz7I3D6T9RoP,https://open.spotify.com/track/0HIemvhhFVfz7I3D6T9RoP,7,C,major,C major,2018
7,Beach House,8,2018,1,Beach House,56ZTgzPBDge0OvCGgMO3OY,2nqN17GamlZsJIzS5KeXmJ,album,,2018-05-11,2018,day,0.434,0.725,0,-6.85,0,0.0258,0.263,0.781,0.178,0.205,105.9,2D1XxjgAyNy6c4RbgJ2rve,https://api.spotify.com/v1/audio-analysis/2D1XxjgAyNy6c4RbgJ2rve,4,,,1,239306,FALSE,https://api.spotify.com/v1/tracks/2D1XxjgAyNy6c4RbgJ2rve,FALSE,Drunk In L.a.,https://p.scdn.co/mp3-preview/3bb27da79a8af6519c8b96c35af6293b5538b3d7?cid=bf03179b875d4cfeaee4754331640464,5,track,spotify:track:2D1XxjgAyNy6c4RbgJ2rve,https://open.spotify.com/track/2D1XxjgAyNy6c4RbgJ2rve,7,C,minor,C minor,2018
